"transaction_sk","transaction_ts","transaction_amount","transaction_channel_type_cd","transaction_channel_type_desc","transaction_dr_cr","transaction_ref_num","transaction_status_cd","transaction_status_desc","merchant_id","account_sk"
305833,"2014-10-17","-16.4","NA","NA","NA","NA","NA","NA","NA","2947"
305834,"2014-10-18","2555.67","NA","NA","NA","NA","NA","NA","NA","2947"
305835,"2014-10-19","2929.58","NA","NA","NA","NA","NA","NA","NA","2947"
305836,"2014-10-19","2246.08","NA","NA","NA","NA","NA","NA","NA","2947"
305837,"2014-10-19","1846.24","NA","NA","NA","NA","NA","NA","NA","2947"
305838,"2014-10-19","2255.09","NA","NA","NA","NA","NA","NA","NA","2947"
305839,"2014-10-20","2686.13","NA","NA","NA","NA","NA","NA","NA","2947"
305840,"2014-10-20","2045.96","NA","NA","NA","NA","NA","NA","NA","2947"
305841,"2014-10-20","1621.77","NA","NA","NA","NA","NA","NA","NA","2947"
305842,"2014-10-20","1496.19","NA","NA","NA","NA","NA","NA","NA","2947"
305843,"2014-10-21","2293.74","NA","NA","NA","NA","NA","NA","NA","2947"
305844,"2014-10-21","1163.26","NA","NA","NA","NA","NA","NA","NA","2947"
305845,"2014-10-21","1911.66","NA","NA","NA","NA","NA","NA","NA","2947"
305846,"2014-10-21","1904.12","NA","NA","NA","NA","NA","NA","NA","2947"
305847,"2014-10-21","1219.43","NA","NA","NA","NA","NA","NA","NA","2947"
305848,"2014-10-22","2829.46","NA","NA","NA","NA","NA","NA","NA","2947"
305849,"2014-10-22","1786.92","NA","NA","NA","NA","NA","NA","NA","2947"
305850,"2014-10-22","2095.5","NA","NA","NA","NA","NA","NA","NA","2947"
305851,"2014-10-22","2790.87","NA","NA","NA","NA","NA","NA","NA","2947"
305852,"2014-10-22","1765.91","NA","NA","NA","NA","NA","NA","NA","2947"
305853,"2014-10-23","1471.68","NA","NA","NA","NA","NA","NA","NA","2947"
305854,"2014-10-23","1371.89","NA","NA","NA","NA","NA","NA","NA","2947"
305855,"2014-10-23","2277.26","NA","NA","NA","NA","NA","NA","NA","2947"
305856,"2014-10-23","1424.18","NA","NA","NA","NA","NA","NA","NA","2947"
305857,"2014-10-24","1847.32","NA","NA","NA","NA","NA","NA","NA","2947"
305858,"2014-10-24","1251.34","NA","NA","NA","NA","NA","NA","NA","2947"
305859,"2014-10-24","2269.53","NA","NA","NA","NA","NA","NA","NA","2947"
305860,"2014-10-24","2238.63","NA","NA","NA","NA","NA","NA","NA","2947"
305861,"2014-10-25","2649.47","NA","NA","NA","NA","NA","NA","NA","2947"
305862,"2014-10-25","2590.21","NA","NA","NA","NA","NA","NA","NA","2947"
305863,"2014-10-26","1811.65","NA","NA","NA","NA","NA","NA","NA","2947"
305864,"2014-10-27","1272.21","NA","NA","NA","NA","NA","NA","NA","2947"
305865,"2014-10-27","2497.85","NA","NA","NA","NA","NA","NA","NA","2947"
305866,"2014-10-28","1283.26","NA","NA","NA","NA","NA","NA","NA","2947"
305867,"2014-10-29","1017.73","NA","NA","NA","NA","NA","NA","NA","2947"
305868,"2014-10-29","1501.47","NA","NA","NA","NA","NA","NA","NA","2947"
305869,"2014-10-29","2037.27","NA","NA","NA","NA","NA","NA","NA","2947"
305870,"2014-10-29","1219.34","NA","NA","NA","NA","NA","NA","NA","2947"
305871,"2014-10-30","2365.59","NA","NA","NA","NA","NA","NA","NA","2947"
305872,"2014-10-30","1416.96","NA","NA","NA","NA","NA","NA","NA","2947"
305873,"2014-10-30","2370.85","NA","NA","NA","NA","NA","NA","NA","2947"
305874,"2014-10-30","-27.81","NA","NA","NA","NA","NA","NA","NA","2947"
305875,"2014-10-30","2327.36","NA","NA","NA","NA","NA","NA","NA","2947"
305876,"2014-09-03","164","NA","NA","NA","NA","NA","NA","NA","2948"
305877,"2014-09-05","216","NA","NA","NA","NA","NA","NA","NA","2948"
305878,"2014-09-08","104","NA","NA","NA","NA","NA","NA","NA","2948"
305879,"2014-09-11","114","NA","NA","NA","NA","NA","NA","NA","2948"
305880,"2014-09-15","53","NA","NA","NA","NA","NA","NA","NA","2948"
305881,"2014-09-16","180","NA","NA","NA","NA","NA","NA","NA","2948"
305882,"2014-09-18","168","NA","NA","NA","NA","NA","NA","NA","2948"
305883,"2014-09-20","169","NA","NA","NA","NA","NA","NA","NA","2948"
305884,"2014-09-26","199","NA","NA","NA","NA","NA","NA","NA","2948"
305885,"2014-10-01","52","NA","NA","NA","NA","NA","NA","NA","2948"
305886,"2014-10-03","157","NA","NA","NA","NA","NA","NA","NA","2948"
305887,"2014-10-06","166","NA","NA","NA","NA","NA","NA","NA","2948"
305888,"2014-10-07","109","NA","NA","NA","NA","NA","NA","NA","2948"
305889,"2014-10-11","222","NA","NA","NA","NA","NA","NA","NA","2948"
305890,"2014-10-12","234","NA","NA","NA","NA","NA","NA","NA","2948"
305891,"2014-10-28","51","NA","NA","NA","NA","NA","NA","NA","2948"
305892,"2014-09-01","-11.25","NA","NA","NA","NA","NA","NA","NA","2949"
305893,"2014-09-01","-11.17","NA","NA","NA","NA","NA","NA","NA","2949"
305894,"2014-09-02","-14.82","NA","NA","NA","NA","NA","NA","NA","2949"
305895,"2014-09-03","-10.74","NA","NA","NA","NA","NA","NA","NA","2949"
305896,"2014-09-03","-126.77","NA","NA","NA","NA","NA","NA","NA","2949"
305897,"2014-09-03","9900","NA","NA","NA","NA","NA","NA","NA","2949"
305898,"2014-09-03","-10.0","NA","NA","NA","NA","NA","NA","NA","2949"
305899,"2014-09-03","-7.92","NA","NA","NA","NA","NA","NA","NA","2949"
305900,"2014-09-04","-5.53","NA","NA","NA","NA","NA","NA","NA","2949"
305901,"2014-09-04","-7.56","NA","NA","NA","NA","NA","NA","NA","2949"
305902,"2014-09-04","-13.37","NA","NA","NA","NA","NA","NA","NA","2949"
305903,"2014-09-05","-5.21","NA","NA","NA","NA","NA","NA","NA","2949"
305904,"2014-09-06","-10.29","NA","NA","NA","NA","NA","NA","NA","2949"
305905,"2014-09-06","-13.36","NA","NA","NA","NA","NA","NA","NA","2949"
305906,"2014-09-06","-7.94","NA","NA","NA","NA","NA","NA","NA","2949"
305907,"2014-09-06","-7.06","NA","NA","NA","NA","NA","NA","NA","2949"
305908,"2014-09-06","-15.6","NA","NA","NA","NA","NA","NA","NA","2949"
305909,"2014-09-07","-77.38","NA","NA","NA","NA","NA","NA","NA","2949"
305910,"2014-09-08","-9.72","NA","NA","NA","NA","NA","NA","NA","2949"
305911,"2014-09-08","-10.78","NA","NA","NA","NA","NA","NA","NA","2949"
305912,"2014-09-08","-7.77","NA","NA","NA","NA","NA","NA","NA","2949"
305913,"2014-09-08","-140.7","NA","NA","NA","NA","NA","NA","NA","2949"
305914,"2014-09-09","-8.89","NA","NA","NA","NA","NA","NA","NA","2949"
305915,"2014-09-09","-10.09","NA","NA","NA","NA","NA","NA","NA","2949"
305916,"2014-09-10","-13.95","NA","NA","NA","NA","NA","NA","NA","2949"
305917,"2014-09-10","-15.05","NA","NA","NA","NA","NA","NA","NA","2949"
305918,"2014-09-10","-107.7","NA","NA","NA","NA","NA","NA","NA","2949"
305919,"2014-09-10","-13.14","NA","NA","NA","NA","NA","NA","NA","2949"
305920,"2014-09-11","-103.54","NA","NA","NA","NA","NA","NA","NA","2949"
305921,"2014-09-11","-11.63","NA","NA","NA","NA","NA","NA","NA","2949"
305922,"2014-09-11","-7.49","NA","NA","NA","NA","NA","NA","NA","2949"
305923,"2014-09-11","-5.96","NA","NA","NA","NA","NA","NA","NA","2949"
305924,"2014-09-11","-12.15","NA","NA","NA","NA","NA","NA","NA","2949"
305925,"2014-09-12","5500","NA","NA","NA","NA","NA","NA","NA","2949"
305926,"2014-09-12","-9.13","NA","NA","NA","NA","NA","NA","NA","2949"
305927,"2014-09-12","4400","NA","NA","NA","NA","NA","NA","NA","2949"
305928,"2014-09-13","-11.6","NA","NA","NA","NA","NA","NA","NA","2949"
305929,"2014-09-14","-11.61","NA","NA","NA","NA","NA","NA","NA","2949"
305930,"2014-09-14","-10.98","NA","NA","NA","NA","NA","NA","NA","2949"
305931,"2014-09-14","-7.57","NA","NA","NA","NA","NA","NA","NA","2949"
305932,"2014-09-15","-12.52","NA","NA","NA","NA","NA","NA","NA","2949"
305933,"2014-09-16","-17.24","NA","NA","NA","NA","NA","NA","NA","2949"
305934,"2014-09-16","-15.78","NA","NA","NA","NA","NA","NA","NA","2949"
305935,"2014-09-16","-9.06","NA","NA","NA","NA","NA","NA","NA","2949"
305936,"2014-09-16","-17.29","NA","NA","NA","NA","NA","NA","NA","2949"
305937,"2014-09-16","-3.01","NA","NA","NA","NA","NA","NA","NA","2949"
305938,"2014-09-17","-8.79","NA","NA","NA","NA","NA","NA","NA","2949"
305939,"2014-09-17","-11.11","NA","NA","NA","NA","NA","NA","NA","2949"
305940,"2014-09-17","-8.77","NA","NA","NA","NA","NA","NA","NA","2949"
305941,"2014-09-17","-10.87","NA","NA","NA","NA","NA","NA","NA","2949"
305942,"2014-09-17","-16.47","NA","NA","NA","NA","NA","NA","NA","2949"
305943,"2014-09-18","-10.81","NA","NA","NA","NA","NA","NA","NA","2949"
305944,"2014-09-18","-11.53","NA","NA","NA","NA","NA","NA","NA","2949"
305945,"2014-09-18","-94.74","NA","NA","NA","NA","NA","NA","NA","2949"
305946,"2014-09-19","-8.59","NA","NA","NA","NA","NA","NA","NA","2949"
305947,"2014-09-19","-10.93","NA","NA","NA","NA","NA","NA","NA","2949"
305948,"2014-09-19","-11.71","NA","NA","NA","NA","NA","NA","NA","2949"
305949,"2014-09-19","-8.66","NA","NA","NA","NA","NA","NA","NA","2949"
305950,"2014-09-20","-120.21","NA","NA","NA","NA","NA","NA","NA","2949"
305951,"2014-09-20","-10.82","NA","NA","NA","NA","NA","NA","NA","2949"
305952,"2014-09-20","3300","NA","NA","NA","NA","NA","NA","NA","2949"
305953,"2014-09-20","-12.14","NA","NA","NA","NA","NA","NA","NA","2949"
305954,"2014-09-20","-11.0","NA","NA","NA","NA","NA","NA","NA","2949"
305955,"2014-09-21","9900","NA","NA","NA","NA","NA","NA","NA","2949"
305956,"2014-09-22","-9.58","NA","NA","NA","NA","NA","NA","NA","2949"
305957,"2014-09-22","-12.75","NA","NA","NA","NA","NA","NA","NA","2949"
305958,"2014-09-22","-9.24","NA","NA","NA","NA","NA","NA","NA","2949"
305959,"2014-09-22","1100","NA","NA","NA","NA","NA","NA","NA","2949"
305960,"2014-09-23","-2.42","NA","NA","NA","NA","NA","NA","NA","2949"
305961,"2014-09-23","-157.88","NA","NA","NA","NA","NA","NA","NA","2949"
305962,"2014-09-24","-7.61","NA","NA","NA","NA","NA","NA","NA","2949"
305963,"2014-09-25","-91.54","NA","NA","NA","NA","NA","NA","NA","2949"
305964,"2014-09-26","-8.32","NA","NA","NA","NA","NA","NA","NA","2949"
305965,"2014-09-26","-166.15","NA","NA","NA","NA","NA","NA","NA","2949"
305966,"2014-09-27","-149.4","NA","NA","NA","NA","NA","NA","NA","2949"
305967,"2014-09-28","-13.91","NA","NA","NA","NA","NA","NA","NA","2949"
305968,"2014-09-28","-87.16","NA","NA","NA","NA","NA","NA","NA","2949"
305969,"2014-09-28","-11.17","NA","NA","NA","NA","NA","NA","NA","2949"
305970,"2014-09-28","-13.74","NA","NA","NA","NA","NA","NA","NA","2949"
305971,"2014-09-28","-9.23","NA","NA","NA","NA","NA","NA","NA","2949"
305972,"2014-09-29","-11.37","NA","NA","NA","NA","NA","NA","NA","2949"
305973,"2014-09-29","-13.61","NA","NA","NA","NA","NA","NA","NA","2949"
305974,"2014-09-29","-109.88","NA","NA","NA","NA","NA","NA","NA","2949"
305975,"2014-09-29","-12.34","NA","NA","NA","NA","NA","NA","NA","2949"
305976,"2014-09-30","-8.34","NA","NA","NA","NA","NA","NA","NA","2949"
305977,"2014-10-01","-92.37","NA","NA","NA","NA","NA","NA","NA","2949"
305978,"2014-10-02","-14.44","NA","NA","NA","NA","NA","NA","NA","2949"
305979,"2014-10-02","-6.04","NA","NA","NA","NA","NA","NA","NA","2949"
305980,"2014-10-02","-129.63","NA","NA","NA","NA","NA","NA","NA","2949"
305981,"2014-10-02","-10.49","NA","NA","NA","NA","NA","NA","NA","2949"
305982,"2014-10-02","-13.19","NA","NA","NA","NA","NA","NA","NA","2949"
305983,"2014-10-03","-9.31","NA","NA","NA","NA","NA","NA","NA","2949"
305984,"2014-10-03","-13.79","NA","NA","NA","NA","NA","NA","NA","2949"
305985,"2014-10-03","-9.16","NA","NA","NA","NA","NA","NA","NA","2949"
305986,"2014-10-04","-11.35","NA","NA","NA","NA","NA","NA","NA","2949"
305987,"2014-10-04","-11.03","NA","NA","NA","NA","NA","NA","NA","2949"
305988,"2014-10-05","-11.52","NA","NA","NA","NA","NA","NA","NA","2949"
305989,"2014-10-05","-4.4","NA","NA","NA","NA","NA","NA","NA","2949"
305990,"2014-10-05","-13.28","NA","NA","NA","NA","NA","NA","NA","2949"
305991,"2014-10-06","-7.1","NA","NA","NA","NA","NA","NA","NA","2949"
305992,"2014-10-06","-3.61","NA","NA","NA","NA","NA","NA","NA","2949"
305993,"2014-10-06","-14.81","NA","NA","NA","NA","NA","NA","NA","2949"
305994,"2014-10-06","-11.58","NA","NA","NA","NA","NA","NA","NA","2949"
305995,"2014-10-07","-3.38","NA","NA","NA","NA","NA","NA","NA","2949"
305996,"2014-10-07","-10.12","NA","NA","NA","NA","NA","NA","NA","2949"
305997,"2014-10-07","-6.79","NA","NA","NA","NA","NA","NA","NA","2949"
305998,"2014-10-07","-1.48","NA","NA","NA","NA","NA","NA","NA","2949"
305999,"2014-10-08","-12.84","NA","NA","NA","NA","NA","NA","NA","2949"
306000,"2014-10-08","-12.24","NA","NA","NA","NA","NA","NA","NA","2949"
306001,"2014-10-08","-14.02","NA","NA","NA","NA","NA","NA","NA","2949"
306002,"2014-10-08","-11.33","NA","NA","NA","NA","NA","NA","NA","2949"
306003,"2014-10-09","-9.91","NA","NA","NA","NA","NA","NA","NA","2949"
306004,"2014-10-09","-13.27","NA","NA","NA","NA","NA","NA","NA","2949"
306005,"2014-10-09","-12.19","NA","NA","NA","NA","NA","NA","NA","2949"
306006,"2014-10-09","-9.55","NA","NA","NA","NA","NA","NA","NA","2949"
306007,"2014-10-10","-13.47","NA","NA","NA","NA","NA","NA","NA","2949"
306008,"2014-10-10","-10.89","NA","NA","NA","NA","NA","NA","NA","2949"
306009,"2014-10-10","-133.86","NA","NA","NA","NA","NA","NA","NA","2949"
306010,"2014-10-10","-8.15","NA","NA","NA","NA","NA","NA","NA","2949"
306011,"2014-10-11","-107.28","NA","NA","NA","NA","NA","NA","NA","2949"
306012,"2014-10-11","-10.87","NA","NA","NA","NA","NA","NA","NA","2949"
306013,"2014-10-11","-16.65","NA","NA","NA","NA","NA","NA","NA","2949"
306014,"2014-10-11","-13.85","NA","NA","NA","NA","NA","NA","NA","2949"
306015,"2014-10-12","-14.03","NA","NA","NA","NA","NA","NA","NA","2949"
306016,"2014-10-12","-12.95","NA","NA","NA","NA","NA","NA","NA","2949"
306017,"2014-10-12","-7.39","NA","NA","NA","NA","NA","NA","NA","2949"
306018,"2014-10-12","-12.14","NA","NA","NA","NA","NA","NA","NA","2949"
306019,"2014-10-13","-10.72","NA","NA","NA","NA","NA","NA","NA","2949"
306020,"2014-10-13","-124.57","NA","NA","NA","NA","NA","NA","NA","2949"
306021,"2014-10-14","-12.63","NA","NA","NA","NA","NA","NA","NA","2949"
306022,"2014-10-14","-8.91","NA","NA","NA","NA","NA","NA","NA","2949"
306023,"2014-10-14","-103.65","NA","NA","NA","NA","NA","NA","NA","2949"
306024,"2014-10-14","-12.07","NA","NA","NA","NA","NA","NA","NA","2949"
306025,"2014-10-14","-5.35","NA","NA","NA","NA","NA","NA","NA","2949"
306026,"2014-10-15","-177.23","NA","NA","NA","NA","NA","NA","NA","2949"
306027,"2014-10-15","9900","NA","NA","NA","NA","NA","NA","NA","2949"
306028,"2014-10-16","-7.28","NA","NA","NA","NA","NA","NA","NA","2949"
306029,"2014-10-17","-13.71","NA","NA","NA","NA","NA","NA","NA","2949"
306030,"2014-10-17","-7.54","NA","NA","NA","NA","NA","NA","NA","2949"
306031,"2014-10-17","-8.93","NA","NA","NA","NA","NA","NA","NA","2949"
306032,"2014-10-18","-10.75","NA","NA","NA","NA","NA","NA","NA","2949"
306033,"2014-10-18","-11.14","NA","NA","NA","NA","NA","NA","NA","2949"
306034,"2014-10-18","-76.17","NA","NA","NA","NA","NA","NA","NA","2949"
306035,"2014-10-19","-7.81","NA","NA","NA","NA","NA","NA","NA","2949"
306036,"2014-10-20","-4.86","NA","NA","NA","NA","NA","NA","NA","2949"
306037,"2014-10-20","-16.74","NA","NA","NA","NA","NA","NA","NA","2949"
306038,"2014-10-20","-15.34","NA","NA","NA","NA","NA","NA","NA","2949"
306039,"2014-10-20","-67.68","NA","NA","NA","NA","NA","NA","NA","2949"
306040,"2014-10-20","-12.1","NA","NA","NA","NA","NA","NA","NA","2949"
306041,"2014-10-21","-9.14","NA","NA","NA","NA","NA","NA","NA","2949"
306042,"2014-10-21","-14.64","NA","NA","NA","NA","NA","NA","NA","2949"
306043,"2014-10-21","-15.55","NA","NA","NA","NA","NA","NA","NA","2949"
306044,"2014-10-21","-9.76","NA","NA","NA","NA","NA","NA","NA","2949"
306045,"2014-10-21","-9.92","NA","NA","NA","NA","NA","NA","NA","2949"
306046,"2014-10-22","-4.13","NA","NA","NA","NA","NA","NA","NA","2949"
306047,"2014-10-23","-8.55","NA","NA","NA","NA","NA","NA","NA","2949"
306048,"2014-10-23","-12.17","NA","NA","NA","NA","NA","NA","NA","2949"
306049,"2014-10-23","-11.13","NA","NA","NA","NA","NA","NA","NA","2949"
306050,"2014-10-23","-13.87","NA","NA","NA","NA","NA","NA","NA","2949"
306051,"2014-10-23","-7.13","NA","NA","NA","NA","NA","NA","NA","2949"
306052,"2014-10-24","-10.57","NA","NA","NA","NA","NA","NA","NA","2949"
306053,"2014-10-25","-14.09","NA","NA","NA","NA","NA","NA","NA","2949"
306054,"2014-10-25","-12.34","NA","NA","NA","NA","NA","NA","NA","2949"
306055,"2014-10-25","-6.98","NA","NA","NA","NA","NA","NA","NA","2949"
306056,"2014-10-25","9900","NA","NA","NA","NA","NA","NA","NA","2949"
306057,"2014-10-25","-6.3","NA","NA","NA","NA","NA","NA","NA","2949"
306058,"2014-10-26","-12.42","NA","NA","NA","NA","NA","NA","NA","2949"
306059,"2014-10-26","-5.97","NA","NA","NA","NA","NA","NA","NA","2949"
306060,"2014-10-26","-11.99","NA","NA","NA","NA","NA","NA","NA","2949"
306061,"2014-10-27","-10.19","NA","NA","NA","NA","NA","NA","NA","2949"
306062,"2014-10-28","-13.73","NA","NA","NA","NA","NA","NA","NA","2949"
306063,"2014-10-28","-11.14","NA","NA","NA","NA","NA","NA","NA","2949"
306064,"2014-10-28","-4.4","NA","NA","NA","NA","NA","NA","NA","2949"
306065,"2014-10-28","-13.33","NA","NA","NA","NA","NA","NA","NA","2949"
306066,"2014-10-29","-9.55","NA","NA","NA","NA","NA","NA","NA","2949"
306067,"2014-10-29","-10.31","NA","NA","NA","NA","NA","NA","NA","2949"
306068,"2014-10-29","-5.2","NA","NA","NA","NA","NA","NA","NA","2949"
306069,"2014-10-29","-139.03","NA","NA","NA","NA","NA","NA","NA","2949"
306070,"2014-10-30","-12.68","NA","NA","NA","NA","NA","NA","NA","2949"
306071,"2014-09-01","1716.31","NA","NA","NA","NA","NA","NA","NA","2950"
306072,"2014-09-01","2404.96","NA","NA","NA","NA","NA","NA","NA","2950"
306073,"2014-09-01","2381.64","NA","NA","NA","NA","NA","NA","NA","2950"
306074,"2014-09-01","2747.29","NA","NA","NA","NA","NA","NA","NA","2950"
306075,"2014-09-01","1777.78","NA","NA","NA","NA","NA","NA","NA","2950"
306076,"2014-09-02","1033.01","NA","NA","NA","NA","NA","NA","NA","2950"
306077,"2014-09-02","1718.46","NA","NA","NA","NA","NA","NA","NA","2950"
306078,"2014-09-02","2583.86","NA","NA","NA","NA","NA","NA","NA","2950"
306079,"2014-09-02","2911.5","NA","NA","NA","NA","NA","NA","NA","2950"
306080,"2014-09-03","1701.46","NA","NA","NA","NA","NA","NA","NA","2950"
306081,"2014-09-03","2770.67","NA","NA","NA","NA","NA","NA","NA","2950"
306082,"2014-09-03","2362.83","NA","NA","NA","NA","NA","NA","NA","2950"
306083,"2014-09-03","1818.52","NA","NA","NA","NA","NA","NA","NA","2950"
306084,"2014-09-03","-13.51","NA","NA","NA","NA","NA","NA","NA","2950"
306085,"2014-09-04","1005.12","NA","NA","NA","NA","NA","NA","NA","2950"
306086,"2014-09-04","1538.41","NA","NA","NA","NA","NA","NA","NA","2950"
306087,"2014-09-04","2073.63","NA","NA","NA","NA","NA","NA","NA","2950"
306088,"2014-09-05","1105.61","NA","NA","NA","NA","NA","NA","NA","2950"
306089,"2014-09-05","2519.21","NA","NA","NA","NA","NA","NA","NA","2950"
306090,"2014-09-05","2465.48","NA","NA","NA","NA","NA","NA","NA","2950"
306091,"2014-09-06","2104.7","NA","NA","NA","NA","NA","NA","NA","2950"
306092,"2014-09-06","1454.53","NA","NA","NA","NA","NA","NA","NA","2950"
306093,"2014-09-06","1145.28","NA","NA","NA","NA","NA","NA","NA","2950"
306094,"2014-09-07","2799.04","NA","NA","NA","NA","NA","NA","NA","2950"
306095,"2014-09-08","1652.11","NA","NA","NA","NA","NA","NA","NA","2950"
306096,"2014-09-08","2098.91","NA","NA","NA","NA","NA","NA","NA","2950"
306097,"2014-09-08","1597.03","NA","NA","NA","NA","NA","NA","NA","2950"
306098,"2014-09-08","1519.88","NA","NA","NA","NA","NA","NA","NA","2950"
306099,"2014-09-08","2694.5","NA","NA","NA","NA","NA","NA","NA","2950"
306100,"2014-09-09","2565.74","NA","NA","NA","NA","NA","NA","NA","2950"
306101,"2014-09-09","1255.78","NA","NA","NA","NA","NA","NA","NA","2950"
306102,"2014-09-09","2058.54","NA","NA","NA","NA","NA","NA","NA","2950"
306103,"2014-09-10","2147.38","NA","NA","NA","NA","NA","NA","NA","2950"
306104,"2014-09-10","1471.42","NA","NA","NA","NA","NA","NA","NA","2950"
306105,"2014-09-10","2372.73","NA","NA","NA","NA","NA","NA","NA","2950"
306106,"2014-09-10","1893.12","NA","NA","NA","NA","NA","NA","NA","2950"
306107,"2014-09-11","2343.58","NA","NA","NA","NA","NA","NA","NA","2950"
306108,"2014-09-11","2787.15","NA","NA","NA","NA","NA","NA","NA","2950"
306109,"2014-09-12","2309.54","NA","NA","NA","NA","NA","NA","NA","2950"
306110,"2014-09-12","2054.49","NA","NA","NA","NA","NA","NA","NA","2950"
306111,"2014-09-12","1554.94","NA","NA","NA","NA","NA","NA","NA","2950"
306112,"2014-09-13","2875.24","NA","NA","NA","NA","NA","NA","NA","2950"
306113,"2014-09-13","-18.95","NA","NA","NA","NA","NA","NA","NA","2950"
306114,"2014-09-14","1840.47","NA","NA","NA","NA","NA","NA","NA","2950"
306115,"2014-09-14","2256.65","NA","NA","NA","NA","NA","NA","NA","2950"
306116,"2014-09-14","2779.35","NA","NA","NA","NA","NA","NA","NA","2950"
306117,"2014-09-14","2892.92","NA","NA","NA","NA","NA","NA","NA","2950"
306118,"2014-09-14","1619.78","NA","NA","NA","NA","NA","NA","NA","2950"
306119,"2014-09-15","2214.17","NA","NA","NA","NA","NA","NA","NA","2950"
306120,"2014-09-15","1170.6","NA","NA","NA","NA","NA","NA","NA","2950"
306121,"2014-09-15","2369.58","NA","NA","NA","NA","NA","NA","NA","2950"
306122,"2014-09-15","2968.31","NA","NA","NA","NA","NA","NA","NA","2950"
306123,"2014-09-16","2401.95","NA","NA","NA","NA","NA","NA","NA","2950"
306124,"2014-09-16","1808.91","NA","NA","NA","NA","NA","NA","NA","2950"
306125,"2014-09-16","1544.93","NA","NA","NA","NA","NA","NA","NA","2950"
306126,"2014-09-17","2623.46","NA","NA","NA","NA","NA","NA","NA","2950"
306127,"2014-09-17","1350.32","NA","NA","NA","NA","NA","NA","NA","2950"
306128,"2014-09-18","2461.3","NA","NA","NA","NA","NA","NA","NA","2950"
306129,"2014-09-18","-26.45","NA","NA","NA","NA","NA","NA","NA","2950"
306130,"2014-09-18","2991.88","NA","NA","NA","NA","NA","NA","NA","2950"
306131,"2014-09-18","1853.05","NA","NA","NA","NA","NA","NA","NA","2950"
306132,"2014-09-18","1459.31","NA","NA","NA","NA","NA","NA","NA","2950"
306133,"2014-09-19","2166.36","NA","NA","NA","NA","NA","NA","NA","2950"
306134,"2014-09-20","2277.8","NA","NA","NA","NA","NA","NA","NA","2950"
306135,"2014-09-21","2030.33","NA","NA","NA","NA","NA","NA","NA","2950"
306136,"2014-09-21","2834.05","NA","NA","NA","NA","NA","NA","NA","2950"
306137,"2014-09-21","2916.27","NA","NA","NA","NA","NA","NA","NA","2950"
306138,"2014-09-21","2785.75","NA","NA","NA","NA","NA","NA","NA","2950"
306139,"2014-09-21","2671.99","NA","NA","NA","NA","NA","NA","NA","2950"
306140,"2014-09-22","1247.02","NA","NA","NA","NA","NA","NA","NA","2950"
306141,"2014-09-22","2931.43","NA","NA","NA","NA","NA","NA","NA","2950"
306142,"2014-09-22","2974.63","NA","NA","NA","NA","NA","NA","NA","2950"
306143,"2014-09-23","1449.56","NA","NA","NA","NA","NA","NA","NA","2950"
306144,"2014-09-23","1992.5","NA","NA","NA","NA","NA","NA","NA","2950"
306145,"2014-09-23","1597.44","NA","NA","NA","NA","NA","NA","NA","2950"
306146,"2014-09-23","1887.47","NA","NA","NA","NA","NA","NA","NA","2950"
306147,"2014-09-23","1185.11","NA","NA","NA","NA","NA","NA","NA","2950"
306148,"2014-09-24","2527.19","NA","NA","NA","NA","NA","NA","NA","2950"
306149,"2014-09-24","2713.33","NA","NA","NA","NA","NA","NA","NA","2950"
306150,"2014-09-24","1718.93","NA","NA","NA","NA","NA","NA","NA","2950"
306151,"2014-09-24","1983.78","NA","NA","NA","NA","NA","NA","NA","2950"
306152,"2014-09-24","2774.55","NA","NA","NA","NA","NA","NA","NA","2950"
306153,"2014-09-25","2066.71","NA","NA","NA","NA","NA","NA","NA","2950"
306154,"2014-09-25","2228.39","NA","NA","NA","NA","NA","NA","NA","2950"
306155,"2014-09-25","1614.68","NA","NA","NA","NA","NA","NA","NA","2950"
306156,"2014-09-25","1900.33","NA","NA","NA","NA","NA","NA","NA","2950"
306157,"2014-09-25","1925.63","NA","NA","NA","NA","NA","NA","NA","2950"
306158,"2014-09-26","2461.03","NA","NA","NA","NA","NA","NA","NA","2950"
306159,"2014-09-27","2873.55","NA","NA","NA","NA","NA","NA","NA","2950"
306160,"2014-09-27","2510.3","NA","NA","NA","NA","NA","NA","NA","2950"
306161,"2014-09-27","1875.21","NA","NA","NA","NA","NA","NA","NA","2950"
306162,"2014-09-27","1535.59","NA","NA","NA","NA","NA","NA","NA","2950"
306163,"2014-09-28","1080.0","NA","NA","NA","NA","NA","NA","NA","2950"
306164,"2014-09-28","2691.89","NA","NA","NA","NA","NA","NA","NA","2950"
306165,"2014-09-29","1234.84","NA","NA","NA","NA","NA","NA","NA","2950"
306166,"2014-09-29","1958.76","NA","NA","NA","NA","NA","NA","NA","2950"
306167,"2014-09-30","2672.91","NA","NA","NA","NA","NA","NA","NA","2950"
306168,"2014-10-01","2516.03","NA","NA","NA","NA","NA","NA","NA","2950"
306169,"2014-10-02","1456.1","NA","NA","NA","NA","NA","NA","NA","2950"
306170,"2014-10-02","1779.69","NA","NA","NA","NA","NA","NA","NA","2950"
306171,"2014-10-03","1285.59","NA","NA","NA","NA","NA","NA","NA","2950"
306172,"2014-10-03","2501.44","NA","NA","NA","NA","NA","NA","NA","2950"
